Token1	Label1	Offset1	Token2	Label2	Offset2	Relation	Sentence
deletion	Var	(40, 48)	defective	NegReg	(68, 77)	CauseOf	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
growth	MPA	(78, 84)	defective	NegReg	(68, 77)	ThemeOf	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
deletion	Var	(40, 48)	low	NegReg	(86, 89)	CauseOf	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
bone mass	MPA	(90, 99)	low	NegReg	(86, 89)	ThemeOf	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
deletion	Var	(40, 48)	reduced	NegReg	(105, 112)	CauseOf	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
osteoprogenitor number	MPA	(113, 135)	reduced	NegReg	(105, 112)	ThemeOf	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
growth	MPA	(78, 84)	reduced	NegReg	(105, 112)	NoRelation	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
bone mass	MPA	(90, 99)	reduced	NegReg	(105, 112)	NoRelation	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
reduced	NegReg	(105, 112)	defective	NegReg	(68, 77)	NoRelation	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
osteoprogenitor number	MPA	(113, 135)	defective	NegReg	(68, 77)	NoRelation	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
reduced	NegReg	(105, 112)	low	NegReg	(86, 89)	NoRelation	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
bone mass	MPA	(90, 99)	defective	NegReg	(68, 77)	NoRelation	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
growth	MPA	(78, 84)	low	NegReg	(86, 89)	NoRelation	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
osteoprogenitor number	MPA	(113, 135)	low	NegReg	(86, 89)	NoRelation	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
low	NegReg	(86, 89)	defective	NegReg	(68, 77)	NoRelation	Embryonic conditional osteolineage Cdh2 deletion in mice results in defective growth, low bone mass, and reduced osteoprogenitor number.
KIT	Gene	(0, 3)	mutations	Var	(25, 34)	ThemeOf	KIT, PDGFRA, NF1 and SDH mutations are alternate initiating events, fostering hyperplasia in gastrointestinal stromal tumours (GISTs), and additional genetic alterations are required for progression to malignancy.
SDH	Gene	(21, 24)	mutations	Var	(25, 34)	ThemeOf	KIT, PDGFRA, NF1 and SDH mutations are alternate initiating events, fostering hyperplasia in gastrointestinal stromal tumours (GISTs), and additional genetic alterations are required for progression to malignancy.
NF1	Gene	(13, 16)	mutations	Var	(25, 34)	ThemeOf	KIT, PDGFRA, NF1 and SDH mutations are alternate initiating events, fostering hyperplasia in gastrointestinal stromal tumours (GISTs), and additional genetic alterations are required for progression to malignancy.
PDGFRA	Gene	(5, 11)	mutations	Var	(25, 34)	ThemeOf	KIT, PDGFRA, NF1 and SDH mutations are alternate initiating events, fostering hyperplasia in gastrointestinal stromal tumours (GISTs), and additional genetic alterations are required for progression to malignancy.
mutations	Var	(25, 34)	fostering	Reg	(68, 77)	CauseOf	KIT, PDGFRA, NF1 and SDH mutations are alternate initiating events, fostering hyperplasia in gastrointestinal stromal tumours (GISTs), and additional genetic alterations are required for progression to malignancy.
gastrointestinal stromal tumours	MPA	(93, 125)	fostering	Reg	(68, 77)	ThemeOf	KIT, PDGFRA, NF1 and SDH mutations are alternate initiating events, fostering hyperplasia in gastrointestinal stromal tumours (GISTs), and additional genetic alterations are required for progression to malignancy.
ATR	Gene	(0, 3)	Mutations	Var	(4, 13)	ThemeOf	ATR Mutations Promote the Growth of Melanoma Tumors by Modulating the Immune Microenvironment.
mutant	Var	(4, 10)	decreased	NegReg	(133, 142)	CauseOf	ATR mutant tumors exhibit both the accumulation of multiple mutations and the altered expression of inflammatory genes, resulting in decreased T cell recruitment and increased recruitment of macrophages known to spur tumor invasion.
T cell recruitment	MPA	(143, 161)	decreased	NegReg	(133, 142)	ThemeOf	ATR mutant tumors exhibit both the accumulation of multiple mutations and the altered expression of inflammatory genes, resulting in decreased T cell recruitment and increased recruitment of macrophages known to spur tumor invasion.
mutant	Var	(4, 10)	increased	PosReg	(166, 175)	CauseOf	ATR mutant tumors exhibit both the accumulation of multiple mutations and the altered expression of inflammatory genes, resulting in decreased T cell recruitment and increased recruitment of macrophages known to spur tumor invasion.
recruitment of macrophages	MPA	(176, 202)	increased	PosReg	(166, 175)	ThemeOf	ATR mutant tumors exhibit both the accumulation of multiple mutations and the altered expression of inflammatory genes, resulting in decreased T cell recruitment and increased recruitment of macrophages known to spur tumor invasion.
Mutations	Var	(4, 13)	Promote	PosReg	(14, 21)	CauseOf	ATR Mutations Promote the Growth of Melanoma Tumors by Modulating the Immune Microenvironment.
Growth	MPA	(26, 32)	Promote	PosReg	(14, 21)	ThemeOf	ATR Mutations Promote the Growth of Melanoma Tumors by Modulating the Immune Microenvironment.
Melanoma Tumors	Disease	(36, 51)	Growth	MPA	(26, 32)	ThemeOf	ATR Mutations Promote the Growth of Melanoma Tumors by Modulating the Immune Microenvironment.
mutations	Var	(38, 47)	generate	Reg	(71, 79)	CauseOf	Melanomas accumulate a high burden of mutations that could potentially generate neoantigens, yet somehow suppress the immune response to facilitate continued growth.
neoantigens	MPA	(80, 91)	generate	Reg	(71, 79)	ThemeOf	Melanomas accumulate a high burden of mutations that could potentially generate neoantigens, yet somehow suppress the immune response to facilitate continued growth.
mutations	Var	(38, 47)	suppress	NegReg	(105, 113)	CauseOf	Melanomas accumulate a high burden of mutations that could potentially generate neoantigens, yet somehow suppress the immune response to facilitate continued growth.
immune response to facilitate continued growth	MPA	(118, 164)	suppress	NegReg	(105, 113)	ThemeOf	Melanomas accumulate a high burden of mutations that could potentially generate neoantigens, yet somehow suppress the immune response to facilitate continued growth.
ATR	Gene	(0, 3)	mutant	Var	(4, 10)	ThemeOf	ATR mutant tumors exhibit both the accumulation of multiple mutations and the altered expression of inflammatory genes, resulting in decreased T cell recruitment and increased recruitment of macrophages known to spur tumor invasion.
Melanoma Tumors	Disease	(36, 51)	Promote	PosReg	(14, 21)	NoRelation	ATR Mutations Promote the Growth of Melanoma Tumors by Modulating the Immune Microenvironment.
neoantigens	MPA	(80, 91)	suppress	NegReg	(105, 113)	NoRelation	Melanomas accumulate a high burden of mutations that could potentially generate neoantigens, yet somehow suppress the immune response to facilitate continued growth.
immune response to facilitate continued growth	MPA	(118, 164)	generate	Reg	(71, 79)	NoRelation	Melanomas accumulate a high burden of mutations that could potentially generate neoantigens, yet somehow suppress the immune response to facilitate continued growth.
